contact;education;day;duration;campaign;previous;poutcome;loan
unknown;secondary;5;147;1;0;unknown;no
cellular;tertiary;25;40;1;0;unknown;no
cellular;primary;18;618;2;0;unknown;no
cellular;primary;20;23;4;0;unknown;no
cellular;secondary;20;293;1;4;other;no
cellular;secondary;13;16;6;5;other;no
cellular;secondary;23;286;2;0;unknown;no
cellular;secondary;6;209;1;1;failure;no
unknown;tertiary;21;935;1;0;unknown;no
unknown;secondary;16;298;4;0;unknown;no
cellular;secondary;15;397;2;1;failure;no
cellular;tertiary;17;113;4;1;failure;no
telephone;secondary;17;76;1;0;unknown;no
cellular;tertiary;1;141;1;0;unknown;yes
unknown;unknown;23;773;2;0;unknown;no
telephone;secondary;5;329;1;1;other;no
cellular;primary;5;67;4;0;unknown;no
unknown;secondary;2;626;1;0;unknown;yes
cellular;tertiary;18;578;2;0;unknown;no
unknown;secondary;9;61;1;0;unknown;no
unknown;secondary;23;248;4;0;unknown;no
cellular;secondary;29;136;1;3;failure;yes
cellular;tertiary;21;126;3;0;unknown;no
telephone;secondary;28;653;3;0;unknown;no
telephone;unknown;14;7;7;0;unknown;no
cellular;tertiary;9;528;1;0;unknown;no
cellular;secondary;13;785;1;0;unknown;no
cellular;tertiary;9;243;5;0;unknown;no
cellular;primary;13;24;2;1;other;no
unknown;secondary;19;82;1;0;unknown;no
unknown;tertiary;11;952;3;0;unknown;no
cellular;unknown;13;27;5;0;unknown;no
unknown;secondary;5;143;1;0;unknown;no
unknown;secondary;12;274;6;0;unknown;no
cellular;secondary;16;1174;1;4;other;no
cellular;unknown;20;915;1;0;unknown;no
cellular;primary;5;115;1;0;unknown;no
cellular;primary;15;341;1;0;unknown;no
unknown;secondary;21;112;2;0;unknown;no
unknown;primary;6;64;2;0;unknown;no
cellular;secondary;13;937;3;0;unknown;no
cellular;tertiary;10;129;1;0;unknown;no
cellular;tertiary;11;59;1;0;unknown;no
telephone;secondary;9;151;5;0;unknown;no
unknown;secondary;19;83;1;0;unknown;no
cellular;tertiary;6;101;5;6;other;no
cellular;tertiary;5;157;3;2;success;no
cellular;secondary;15;57;11;1;other;yes
unknown;secondary;13;176;3;0;unknown;yes
cellular;secondary;11;222;3;0;unknown;no
unknown;primary;2;217;4;0;unknown;no
unknown;secondary;27;1063;5;0;unknown;no
cellular;primary;29;41;2;0;unknown;no
unknown;secondary;20;27;25;0;unknown;no
cellular;secondary;17;758;2;0;unknown;no
telephone;secondary;29;301;3;0;unknown;no
cellular;tertiary;16;847;1;1;success;no
telephone;primary;30;78;5;0;unknown;yes
unknown;secondary;27;514;1;0;unknown;yes
unknown;primary;5;1558;1;0;unknown;no
cellular;unknown;14;789;2;0;unknown;no
cellular;primary;20;146;3;3;success;no
cellular;secondary;14;272;2;0;unknown;no
cellular;primary;8;323;2;2;failure;no
cellular;secondary;11;712;2;0;unknown;no
unknown;tertiary;21;860;2;0;unknown;no
cellular;secondary;20;75;9;0;unknown;no
unknown;secondary;19;191;4;0;unknown;no
cellular;tertiary;24;1441;2;0;unknown;yes
cellular;secondary;12;428;2;0;unknown;no
cellular;secondary;28;322;3;0;unknown;no
cellular;secondary;29;104;1;0;unknown;no
cellular;secondary;8;127;1;0;unknown;no
unknown;primary;3;1259;6;0;unknown;no
cellular;tertiary;28;114;2;0;unknown;no
cellular;tertiary;19;305;1;3;failure;no
cellular;tertiary;12;307;1;0;unknown;no
cellular;secondary;11;1504;2;0;unknown;no
cellular;unknown;11;396;3;0;unknown;no
cellular;tertiary;1;71;1;0;unknown;no
cellular;secondary;6;205;3;0;unknown;no
unknown;secondary;13;134;2;0;unknown;no
cellular;secondary;5;166;2;0;unknown;yes
cellular;secondary;31;81;5;0;unknown;no
cellular;tertiary;4;77;2;0;unknown;yes
cellular;secondary;12;80;2;0;unknown;no
cellular;tertiary;13;537;5;2;failure;no
cellular;secondary;15;415;1;1;success;no
cellular;primary;19;291;1;0;unknown;no
cellular;tertiary;14;283;1;12;other;no
telephone;secondary;20;70;4;0;unknown;no
unknown;secondary;5;611;2;0;unknown;no
cellular;secondary;9;132;3;0;unknown;no
unknown;tertiary;18;26;1;0;unknown;no
cellular;secondary;11;262;3;0;unknown;no
unknown;secondary;21;272;1;0;unknown;no
cellular;tertiary;28;137;1;3;failure;no
cellular;primary;30;95;1;0;unknown;no
cellular;tertiary;19;140;2;0;unknown;no
unknown;secondary;16;71;11;0;unknown;no
cellular;secondary;7;502;1;2;failure;no
unknown;tertiary;3;164;7;0;unknown;no
unknown;primary;15;219;1;0;unknown;yes
cellular;secondary;12;328;2;4;success;no
unknown;secondary;14;224;2;0;unknown;no
cellular;primary;18;63;2;0;unknown;no
cellular;tertiary;29;24;13;0;unknown;no
telephone;tertiary;28;147;4;0;unknown;no
cellular;secondary;30;84;3;0;unknown;no
cellular;secondary;9;175;1;0;unknown;no
cellular;tertiary;21;12;21;0;unknown;no
cellular;secondary;23;235;11;0;unknown;yes
cellular;secondary;28;255;1;0;unknown;no
cellular;tertiary;8;256;1;0;unknown;yes
telephone;primary;30;41;2;0;unknown;no
cellular;secondary;5;192;4;0;unknown;no
unknown;secondary;28;796;1;0;unknown;no
cellular;secondary;25;220;3;0;unknown;no
cellular;secondary;28;1126;4;0;unknown;no
telephone;secondary;16;161;2;0;unknown;no
cellular;secondary;25;141;3;0;unknown;no
unknown;secondary;9;223;2;0;unknown;no
cellular;secondary;30;931;1;0;unknown;no
cellular;secondary;17;483;1;1;failure;no
cellular;secondary;17;63;2;0;unknown;no
cellular;secondary;11;271;5;0;unknown;no
cellular;secondary;8;79;3;0;unknown;yes
telephone;primary;21;171;1;0;unknown;no
cellular;tertiary;18;73;4;0;unknown;no
telephone;unknown;28;69;1;0;unknown;no
cellular;secondary;20;60;1;4;failure;no
unknown;secondary;14;257;1;0;unknown;no
cellular;tertiary;4;198;2;1;other;no
cellular;secondary;13;217;3;1;failure;no
cellular;primary;19;134;1;0;unknown;yes
cellular;secondary;26;41;1;0;unknown;no
cellular;primary;19;611;2;12;other;yes
unknown;unknown;6;216;3;0;unknown;no
cellular;secondary;6;388;8;0;unknown;no
unknown;secondary;5;242;1;0;unknown;no
cellular;secondary;7;387;1;0;unknown;no
cellular;secondary;7;90;1;0;unknown;no
telephone;secondary;20;281;2;0;unknown;no
cellular;primary;17;332;1;0;unknown;no
cellular;secondary;4;218;1;0;unknown;no
unknown;secondary;21;650;2;0;unknown;no
telephone;tertiary;18;1034;1;0;unknown;yes
cellular;secondary;8;182;2;2;failure;no
cellular;secondary;25;156;1;0;unknown;no
cellular;tertiary;6;171;3;0;unknown;no
telephone;secondary;19;265;1;4;other;no
cellular;secondary;20;10;3;0;unknown;no
cellular;secondary;16;350;1;0;unknown;no
cellular;secondary;17;65;1;1;failure;no
cellular;secondary;23;58;1;0;unknown;no
cellular;unknown;3;69;3;0;unknown;no
cellular;tertiary;29;127;2;0;unknown;yes
telephone;secondary;19;154;2;0;unknown;no
telephone;secondary;31;36;4;0;unknown;no
cellular;tertiary;5;85;7;3;failure;yes
cellular;unknown;14;362;1;13;failure;no
cellular;secondary;11;49;1;0;unknown;no
cellular;secondary;6;410;1;0;unknown;no
cellular;primary;8;253;3;0;unknown;yes
cellular;tertiary;19;570;1;0;unknown;no
cellular;secondary;24;633;7;0;unknown;no
unknown;secondary;6;82;4;0;unknown;no
cellular;tertiary;8;164;1;0;unknown;yes
unknown;primary;9;175;3;0;unknown;yes
cellular;tertiary;15;659;4;0;unknown;no
cellular;secondary;17;139;2;0;unknown;no
unknown;secondary;4;43;11;0;unknown;no
cellular;tertiary;22;343;5;0;unknown;no
cellular;unknown;19;74;1;1;success;yes
unknown;primary;15;302;8;0;unknown;no
cellular;secondary;14;455;13;0;unknown;no
unknown;unknown;28;126;4;0;unknown;no
cellular;secondary;18;107;1;0;unknown;yes
unknown;primary;14;120;1;0;unknown;no
cellular;tertiary;18;727;4;0;unknown;no
unknown;secondary;7;275;4;0;unknown;no
telephone;unknown;28;41;1;0;unknown;no
cellular;tertiary;18;61;4;0;unknown;no
cellular;primary;15;232;2;5;other;no
cellular;secondary;10;214;1;0;unknown;no
telephone;secondary;11;21;1;0;unknown;no
cellular;unknown;16;138;2;0;unknown;no
cellular;primary;18;173;1;2;other;no
cellular;secondary;16;635;1;0;unknown;no
cellular;secondary;14;77;2;0;unknown;yes
unknown;tertiary;12;73;1;0;unknown;no
cellular;tertiary;18;540;2;3;failure;no
unknown;primary;3;179;2;0;unknown;no
cellular;tertiary;17;119;1;0;unknown;no
telephone;primary;20;107;1;1;other;no
unknown;secondary;19;48;2;0;unknown;no
unknown;tertiary;29;447;4;0;unknown;no
cellular;secondary;17;430;2;0;unknown;no
cellular;tertiary;7;64;2;0;unknown;no
unknown;secondary;28;217;5;0;unknown;no
cellular;tertiary;7;77;1;0;unknown;no
unknown;secondary;26;16;11;0;unknown;no
cellular;unknown;4;753;2;0;unknown;no
cellular;secondary;26;125;2;1;failure;no
unknown;secondary;28;1210;1;0;unknown;yes
cellular;secondary;9;185;1;0;unknown;no
cellular;secondary;4;80;1;0;unknown;no
cellular;secondary;19;156;2;0;unknown;no
cellular;secondary;29;403;3;0;unknown;yes
cellular;tertiary;17;145;2;0;unknown;no
cellular;primary;12;17;7;0;unknown;no
cellular;tertiary;9;160;1;0;unknown;no
cellular;secondary;18;486;2;2;failure;yes
cellular;primary;3;321;1;0;unknown;no
unknown;secondary;9;203;4;0;unknown;no
cellular;unknown;31;646;3;2;success;no
cellular;tertiary;8;97;3;0;unknown;no
unknown;unknown;20;30;6;0;unknown;no
cellular;tertiary;15;82;2;0;unknown;yes
unknown;primary;13;326;4;0;unknown;no
cellular;secondary;19;414;3;0;unknown;no
cellular;primary;16;285;5;0;unknown;no
cellular;tertiary;11;716;3;0;unknown;no
unknown;tertiary;28;449;4;0;unknown;yes
unknown;primary;17;16;3;0;unknown;no
unknown;secondary;2;65;1;0;unknown;no
cellular;tertiary;18;138;1;0;unknown;no
cellular;primary;10;121;3;0;unknown;no
cellular;tertiary;27;140;2;0;unknown;no
cellular;primary;18;256;6;0;unknown;no
cellular;secondary;31;61;4;0;unknown;no
cellular;primary;14;367;2;0;unknown;no
telephone;secondary;14;9;5;12;other;no
cellular;primary;21;125;2;0;unknown;yes
unknown;secondary;16;580;3;0;unknown;no
cellular;secondary;7;15;1;1;failure;no
unknown;secondary;30;119;2;0;unknown;no
unknown;secondary;20;26;2;0;unknown;no
cellular;secondary;17;224;2;1;failure;yes
unknown;secondary;29;285;1;0;unknown;no
unknown;tertiary;8;399;4;0;unknown;no
cellular;secondary;30;88;3;0;unknown;no
cellular;secondary;6;185;4;0;unknown;no
cellular;primary;28;98;1;6;failure;no
cellular;secondary;28;97;1;3;failure;no
cellular;secondary;14;72;2;1;failure;no
cellular;secondary;6;109;1;2;failure;no
unknown;primary;6;208;3;0;unknown;no
unknown;tertiary;18;1029;1;0;unknown;no
cellular;secondary;5;273;1;0;unknown;yes
unknown;tertiary;23;130;1;0;unknown;no
cellular;secondary;26;590;2;0;unknown;no
cellular;secondary;19;107;2;0;unknown;no
unknown;secondary;12;88;2;0;unknown;no
cellular;tertiary;13;305;2;0;unknown;no
cellular;secondary;19;90;2;0;unknown;no
cellular;tertiary;17;222;1;0;unknown;no
cellular;tertiary;9;127;1;0;unknown;no
telephone;tertiary;28;38;1;0;unknown;no
cellular;secondary;14;380;3;0;unknown;no
cellular;secondary;7;244;3;1;failure;no
cellular;primary;28;189;17;0;unknown;no
cellular;primary;28;388;3;1;success;no
cellular;secondary;13;289;2;0;unknown;no
cellular;tertiary;21;221;8;0;unknown;no
cellular;tertiary;31;129;2;0;unknown;yes
cellular;primary;4;147;2;4;other;no
unknown;secondary;23;299;1;0;unknown;no
unknown;secondary;15;543;12;0;unknown;no
unknown;primary;8;166;2;0;unknown;no
unknown;secondary;27;336;2;0;unknown;no
unknown;secondary;29;619;1;0;unknown;no
cellular;tertiary;5;159;2;2;failure;no
unknown;secondary;4;606;2;0;unknown;no
cellular;tertiary;23;971;2;0;unknown;no
unknown;secondary;28;231;2;0;unknown;no
unknown;primary;7;163;1;0;unknown;no
cellular;unknown;19;385;2;0;unknown;no
telephone;secondary;24;119;2;0;unknown;no
cellular;tertiary;29;348;1;0;unknown;yes
unknown;primary;31;30;1;0;unknown;no
cellular;secondary;7;249;2;1;failure;no
cellular;tertiary;4;119;2;0;unknown;no
unknown;secondary;28;110;5;0;unknown;no
cellular;secondary;18;594;4;0;unknown;no
cellular;unknown;12;105;1;0;unknown;no
cellular;tertiary;12;123;1;0;unknown;no
cellular;primary;6;172;4;0;unknown;yes
cellular;primary;8;178;1;0;unknown;yes
cellular;secondary;6;230;1;0;unknown;yes
unknown;secondary;20;89;3;0;unknown;no
unknown;secondary;15;118;4;0;unknown;no
unknown;tertiary;19;7;1;0;unknown;no
unknown;secondary;13;104;2;0;unknown;no
unknown;tertiary;20;85;2;0;unknown;no
cellular;secondary;16;91;3;0;unknown;no
cellular;tertiary;5;19;8;0;unknown;no
cellular;secondary;19;574;1;3;success;no
cellular;tertiary;7;49;1;0;unknown;no
cellular;secondary;2;171;2;2;other;yes
cellular;tertiary;2;258;1;1;failure;no
cellular;unknown;18;41;2;0;unknown;no
cellular;tertiary;20;83;1;0;unknown;no
telephone;secondary;30;95;1;0;unknown;no
unknown;secondary;30;78;2;0;unknown;no
cellular;secondary;2;134;1;7;failure;no
cellular;tertiary;22;215;1;0;unknown;no
cellular;secondary;26;226;2;0;unknown;no
cellular;secondary;17;1275;1;0;unknown;no
unknown;secondary;17;66;1;5;other;yes
cellular;tertiary;7;196;3;0;unknown;no
cellular;secondary;27;229;2;0;unknown;no
unknown;primary;15;241;2;0;unknown;yes
cellular;tertiary;20;354;2;0;unknown;no
cellular;secondary;11;471;3;0;unknown;no
cellular;secondary;30;90;2;1;failure;yes
unknown;primary;5;58;8;0;unknown;no
unknown;secondary;21;379;2;0;unknown;no
unknown;primary;20;12;5;0;unknown;no
cellular;tertiary;30;67;1;0;unknown;yes
unknown;primary;18;165;7;0;unknown;no
cellular;secondary;8;1032;3;7;failure;no
unknown;secondary;23;84;3;0;unknown;no
cellular;secondary;18;393;4;0;unknown;no
cellular;secondary;19;808;1;0;unknown;no
unknown;primary;7;923;3;0;unknown;no
cellular;secondary;11;63;6;0;unknown;no
cellular;secondary;12;274;1;0;unknown;no
cellular;tertiary;20;78;3;0;unknown;no
unknown;unknown;20;41;7;0;unknown;no
cellular;secondary;2;317;1;2;failure;no
cellular;tertiary;5;138;1;0;unknown;no
cellular;secondary;27;88;4;0;unknown;no
unknown;primary;29;413;2;0;unknown;no
cellular;tertiary;5;139;1;0;unknown;no
cellular;primary;8;82;2;0;unknown;no
cellular;secondary;20;12;6;0;unknown;no
cellular;secondary;11;221;1;1;success;no
unknown;secondary;9;38;1;0;unknown;no
cellular;tertiary;21;661;1;0;unknown;yes
telephone;primary;7;388;1;0;unknown;no
cellular;tertiary;28;151;7;0;unknown;no
cellular;tertiary;25;140;8;0;unknown;no
cellular;primary;8;124;1;0;unknown;no
cellular;secondary;7;200;1;0;unknown;yes
cellular;secondary;6;101;3;0;unknown;no
cellular;primary;7;261;12;0;unknown;yes
cellular;tertiary;17;176;2;0;unknown;no
cellular;secondary;13;223;1;2;failure;no
cellular;tertiary;20;38;1;1;other;no
telephone;tertiary;6;541;1;3;failure;no
unknown;secondary;29;84;1;0;unknown;no
cellular;tertiary;22;602;9;0;unknown;no
cellular;secondary;27;26;11;0;unknown;no
cellular;tertiary;26;328;2;2;success;no
unknown;secondary;30;762;3;0;unknown;no
unknown;secondary;14;46;5;0;unknown;no
unknown;tertiary;29;360;5;0;unknown;no
cellular;secondary;9;524;1;5;success;no
unknown;secondary;1;128;3;0;unknown;yes
cellular;tertiary;7;310;2;2;other;no
cellular;secondary;21;819;10;0;unknown;no
cellular;secondary;8;202;1;2;failure;no
unknown;secondary;9;144;2;0;unknown;no
cellular;secondary;24;311;1;0;unknown;no
cellular;tertiary;15;415;4;1;failure;no
unknown;secondary;12;93;8;0;unknown;no
cellular;tertiary;22;282;1;0;unknown;no
unknown;tertiary;19;210;2;0;unknown;no
cellular;unknown;4;369;1;0;unknown;no
cellular;tertiary;9;125;6;0;unknown;no
unknown;tertiary;16;301;6;0;unknown;no
cellular;secondary;26;14;14;0;unknown;no
unknown;unknown;29;57;3;0;unknown;no
cellular;tertiary;18;420;1;0;unknown;no
cellular;tertiary;14;638;1;3;success;no
unknown;tertiary;15;137;2;0;unknown;no
cellular;tertiary;22;557;7;0;unknown;no
unknown;tertiary;20;206;1;0;unknown;no
unknown;secondary;14;19;14;0;unknown;no
cellular;secondary;6;166;2;0;unknown;no
cellular;secondary;15;102;1;2;failure;no
unknown;tertiary;2;46;2;0;unknown;no
unknown;secondary;4;126;1;0;unknown;no
unknown;secondary;13;161;1;0;unknown;no
cellular;secondary;8;355;1;0;unknown;no
unknown;secondary;14;40;2;0;unknown;no
cellular;primary;14;143;1;0;unknown;no
cellular;secondary;14;133;2;0;unknown;yes
unknown;secondary;20;22;12;0;unknown;no
cellular;secondary;25;184;7;0;unknown;no
cellular;secondary;22;78;2;0;unknown;no
cellular;tertiary;22;125;4;0;unknown;no
unknown;tertiary;5;189;2;0;unknown;no
unknown;tertiary;9;300;1;0;unknown;no
unknown;secondary;28;396;1;0;unknown;no
unknown;secondary;20;340;3;0;unknown;no
telephone;secondary;20;55;2;0;unknown;no
cellular;secondary;22;238;6;0;unknown;no
cellular;tertiary;5;172;3;1;failure;no
unknown;tertiary;12;36;3;0;unknown;no
cellular;tertiary;20;303;2;0;unknown;no
cellular;secondary;14;417;3;0;unknown;no
unknown;unknown;16;162;3;0;unknown;no
cellular;secondary;14;10;9;1;failure;no
unknown;secondary;16;32;3;0;unknown;no
cellular;tertiary;17;308;3;0;unknown;no
cellular;tertiary;16;298;3;0;unknown;no
cellular;secondary;12;92;4;0;unknown;no
cellular;secondary;25;288;12;0;unknown;yes
cellular;secondary;16;130;1;1;other;no
cellular;secondary;28;255;2;0;unknown;no
cellular;secondary;18;167;5;0;unknown;yes
cellular;secondary;17;64;3;5;other;no
cellular;unknown;4;166;2;0;unknown;yes
cellular;tertiary;13;657;7;0;unknown;no
unknown;secondary;26;434;4;0;unknown;yes
cellular;secondary;20;75;1;0;unknown;no
telephone;primary;23;40;1;0;unknown;no
cellular;secondary;5;398;2;0;unknown;no
cellular;tertiary;21;163;2;3;failure;no
cellular;secondary;28;137;8;0;unknown;yes
unknown;secondary;4;257;3;0;unknown;no
cellular;secondary;3;231;2;1;failure;no
cellular;primary;6;226;1;3;other;no
cellular;tertiary;21;67;1;0;unknown;no
cellular;primary;20;14;1;0;unknown;no
cellular;tertiary;6;488;1;0;unknown;no
unknown;secondary;23;50;3;0;unknown;no
cellular;primary;23;312;1;0;unknown;no
cellular;secondary;21;163;3;0;unknown;no
unknown;secondary;2;76;2;0;unknown;no
cellular;primary;5;150;1;0;unknown;no
cellular;secondary;17;244;2;0;unknown;no
cellular;tertiary;5;207;1;0;unknown;no
cellular;secondary;18;113;1;0;unknown;yes
cellular;secondary;23;1309;4;0;unknown;no
cellular;secondary;25;72;6;0;unknown;no
cellular;primary;19;551;1;1;failure;no
unknown;tertiary;19;163;3;0;unknown;no
cellular;tertiary;21;179;10;0;unknown;no
cellular;primary;13;217;2;0;unknown;no
unknown;secondary;2;88;1;0;unknown;no
unknown;secondary;2;21;1;0;unknown;yes
cellular;tertiary;14;142;1;0;unknown;no
cellular;secondary;5;1056;1;0;unknown;no
cellular;tertiary;14;72;1;2;other;no
unknown;secondary;20;411;1;0;unknown;no
unknown;secondary;21;145;1;0;unknown;no
cellular;secondary;8;80;2;0;unknown;no
unknown;secondary;28;344;1;0;unknown;no
cellular;secondary;18;128;1;0;unknown;no
cellular;secondary;30;412;1;1;success;no
cellular;secondary;14;908;3;7;other;yes
cellular;secondary;17;819;4;0;unknown;no
cellular;tertiary;5;210;2;0;unknown;no
telephone;secondary;18;165;3;1;other;no
cellular;secondary;28;118;8;0;unknown;no
cellular;tertiary;9;618;1;0;unknown;yes
cellular;unknown;23;102;2;2;other;no
cellular;secondary;6;89;1;1;failure;no
cellular;secondary;8;401;2;0;unknown;no
cellular;primary;15;200;3;0;unknown;no
cellular;secondary;14;203;1;2;failure;no
unknown;secondary;15;735;1;0;unknown;no
unknown;secondary;28;185;6;0;unknown;yes
unknown;secondary;8;149;1;0;unknown;no
unknown;tertiary;3;71;2;0;unknown;no
cellular;secondary;6;445;2;2;failure;no
cellular;secondary;18;232;2;0;unknown;no
cellular;tertiary;19;209;2;0;unknown;no
cellular;secondary;10;691;2;5;failure;no
unknown;unknown;23;415;1;0;unknown;no
telephone;tertiary;8;376;2;0;unknown;no
cellular;secondary;31;37;10;0;unknown;no
cellular;tertiary;20;148;2;0;unknown;yes
cellular;secondary;16;57;2;0;unknown;no
unknown;secondary;8;461;3;0;unknown;no
unknown;unknown;17;198;6;0;unknown;no
cellular;secondary;30;327;4;0;unknown;no
cellular;tertiary;29;669;6;0;unknown;no
cellular;tertiary;29;165;1;0;unknown;no
cellular;tertiary;19;58;2;0;unknown;no
cellular;tertiary;29;1473;1;0;unknown;no
cellular;unknown;11;123;3;0;unknown;no
unknown;tertiary;6;289;1;0;unknown;no
cellular;secondary;25;239;5;0;unknown;yes
cellular;secondary;7;1386;1;0;unknown;no
cellular;tertiary;28;294;2;7;other;no
cellular;tertiary;18;910;2;4;success;no
unknown;primary;27;550;7;0;unknown;no
cellular;tertiary;21;75;1;0;unknown;no
cellular;tertiary;21;204;4;0;unknown;no
cellular;secondary;14;155;1;7;failure;no
unknown;secondary;4;46;3;0;unknown;no
telephone;secondary;16;1366;1;1;failure;no
cellular;primary;21;609;2;0;unknown;no
cellular;tertiary;12;226;1;1;other;no
cellular;tertiary;5;168;1;0;unknown;no
cellular;primary;3;352;1;0;unknown;no
cellular;tertiary;25;74;1;0;unknown;yes
cellular;tertiary;12;85;1;0;unknown;no
unknown;secondary;5;117;1;0;unknown;no
cellular;secondary;13;72;3;0;unknown;no
telephone;secondary;22;44;8;0;unknown;no
cellular;secondary;13;336;2;0;unknown;no
cellular;primary;16;93;5;0;unknown;no
cellular;primary;20;332;1;3;failure;no
cellular;tertiary;4;398;1;0;unknown;no
unknown;secondary;21;86;2;0;unknown;yes
cellular;secondary;9;45;2;0;unknown;yes
unknown;secondary;28;110;2;0;unknown;no
telephone;primary;9;152;3;1;failure;yes
cellular;secondary;30;356;4;0;unknown;no
unknown;secondary;16;382;3;0;unknown;no
cellular;tertiary;28;233;1;0;unknown;no
unknown;secondary;14;387;2;0;unknown;yes
cellular;secondary;30;103;1;0;unknown;no
cellular;secondary;27;378;1;0;unknown;no
unknown;primary;9;257;2;0;unknown;no
cellular;tertiary;7;282;1;0;unknown;no
unknown;secondary;7;176;1;0;unknown;no
cellular;secondary;14;24;6;0;unknown;no
cellular;secondary;20;766;3;0;unknown;no
cellular;secondary;12;955;2;0;unknown;no
cellular;secondary;3;426;3;0;unknown;no
unknown;tertiary;29;244;2;0;unknown;no
telephone;tertiary;6;136;1;0;unknown;no
cellular;primary;18;172;1;0;unknown;no
cellular;tertiary;19;93;1;8;failure;no
telephone;secondary;15;300;6;2;success;yes
cellular;tertiary;11;118;4;7;failure;no
telephone;primary;24;513;2;7;failure;no
unknown;tertiary;6;91;18;0;unknown;yes
unknown;secondary;29;1236;2;0;unknown;no
unknown;primary;2;193;5;0;unknown;no
unknown;primary;20;324;5;0;unknown;no
cellular;tertiary;1;377;1;0;unknown;no
cellular;tertiary;20;408;1;0;unknown;no
cellular;primary;7;246;2;0;unknown;no
cellular;tertiary;26;58;7;0;unknown;no
cellular;primary;17;196;1;0;unknown;no
cellular;secondary;20;219;4;0;unknown;yes
cellular;tertiary;9;197;1;0;unknown;no
cellular;tertiary;7;257;2;0;unknown;no
unknown;secondary;21;486;2;0;unknown;yes
unknown;unknown;5;153;1;0;unknown;no
cellular;secondary;8;809;2;0;unknown;no
cellular;secondary;17;50;1;0;unknown;no
cellular;secondary;22;39;17;0;unknown;no
telephone;unknown;28;526;4;3;other;no
cellular;unknown;8;405;1;1;success;no
cellular;tertiary;31;77;3;0;unknown;no
unknown;primary;19;158;2;0;unknown;no
cellular;secondary;7;146;2;3;failure;no
unknown;primary;29;27;1;0;unknown;no
cellular;unknown;14;105;1;0;unknown;no
unknown;tertiary;3;119;4;0;unknown;no
cellular;secondary;16;327;1;0;unknown;yes
cellular;secondary;18;150;2;0;unknown;yes
cellular;secondary;19;482;3;2;failure;yes
cellular;tertiary;18;1164;2;0;unknown;no
cellular;secondary;17;674;3;0;unknown;no
cellular;unknown;10;347;1;0;unknown;no
cellular;primary;22;712;6;0;unknown;no
cellular;tertiary;17;279;1;0;unknown;yes
unknown;secondary;16;236;2;0;unknown;no
cellular;secondary;18;91;2;0;unknown;no
cellular;primary;6;161;1;1;failure;no
unknown;primary;16;187;19;0;unknown;yes
cellular;tertiary;19;100;1;1;failure;no
cellular;secondary;17;406;1;1;failure;yes
unknown;primary;17;30;3;0;unknown;no
unknown;secondary;4;99;2;0;unknown;no
unknown;primary;26;318;2;0;unknown;no
cellular;tertiary;13;275;12;0;unknown;no
unknown;primary;12;59;4;0;unknown;yes
cellular;tertiary;29;70;4;0;unknown;no
cellular;secondary;14;1126;1;1;failure;no
cellular;secondary;19;343;3;0;unknown;no
cellular;tertiary;23;228;2;6;failure;no
cellular;secondary;11;209;2;0;unknown;no
cellular;tertiary;13;709;1;0;unknown;no
cellular;tertiary;11;275;2;0;unknown;no
cellular;primary;12;51;2;3;failure;no
unknown;secondary;3;267;1;0;unknown;yes
unknown;tertiary;20;95;1;0;unknown;no
cellular;tertiary;28;246;2;0;unknown;no
cellular;secondary;7;46;1;0;unknown;yes
cellular;tertiary;8;144;3;0;unknown;no
cellular;tertiary;8;249;2;0;unknown;no
unknown;secondary;28;328;1;0;unknown;no
unknown;primary;25;17;1;0;unknown;yes
unknown;secondary;14;126;3;0;unknown;no
cellular;tertiary;31;52;8;0;unknown;no
unknown;unknown;9;52;1;0;unknown;no
cellular;tertiary;16;285;5;0;unknown;no
telephone;primary;25;500;4;2;failure;no
cellular;primary;15;955;5;0;unknown;yes
cellular;secondary;7;216;5;0;unknown;no
cellular;tertiary;28;84;7;0;unknown;no
cellular;tertiary;21;436;2;3;other;yes
cellular;secondary;6;123;1;0;unknown;no
cellular;tertiary;18;36;4;0;unknown;no
unknown;secondary;16;405;3;0;unknown;no
cellular;primary;15;103;1;0;unknown;no
unknown;secondary;30;175;1;0;unknown;no
cellular;primary;10;374;3;0;unknown;yes
unknown;tertiary;4;129;4;0;unknown;no
telephone;tertiary;9;246;3;0;unknown;yes
unknown;secondary;29;107;2;0;unknown;no
unknown;tertiary;19;385;1;0;unknown;no
cellular;primary;20;104;3;0;unknown;yes
cellular;primary;14;309;1;10;success;no
cellular;primary;6;198;2;2;failure;no
unknown;secondary;26;543;2;0;unknown;no
cellular;secondary;18;143;7;0;unknown;yes
unknown;secondary;30;104;2;0;unknown;yes
cellular;secondary;2;378;2;1;success;no
cellular;secondary;17;364;1;0;unknown;no
cellular;secondary;25;363;6;0;unknown;yes
cellular;tertiary;24;248;1;0;unknown;no
unknown;secondary;27;157;2;0;unknown;yes
cellular;unknown;6;422;1;1;failure;no
cellular;primary;21;44;1;0;unknown;no
unknown;tertiary;30;358;4;0;unknown;no
cellular;tertiary;6;39;2;0;unknown;no
telephone;tertiary;18;325;1;0;unknown;no
cellular;primary;18;238;3;4;other;no
cellular;secondary;30;968;1;5;failure;no
cellular;tertiary;17;156;1;3;failure;no
telephone;secondary;6;681;1;11;success;no
cellular;secondary;20;187;2;0;unknown;no
cellular;secondary;6;860;2;0;unknown;no
